A2,A5,A8,A11,A13,A16,A18,result,A1=1,A1=2,A1=3,A1=4,A3=0,A3=1,A3=2,A3=3,A3=4,A4=0,A4=1,A4=2,A4=3,A4=4,A4=5,A4=6,A4=8,A4=9,A4=10,A6=1,A6=2,A6=3,A6=4,A6=5,A7=1,A7=2,A7=3,A7=4,A7=5,A9=1,A9=2,A9=3,A9=4,A10=1,A10=2,A10=3,A12=1,A12=2,A12=3,A12=4,A14=1,A14=2,A14=3,A15=1,A15=2,A15=3,A17=1,A17=2,A17=3,A17=4,A19=1,A19=2,A20=1,A20=2
0.2727705726221343,-0.7282631703566579,0.9148004720245023,1.0697196746267743,1,1.0615880894040302,-0.4177279548884681,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
-0.46067142802637046,-0.6533560294660563,-0.8664521856031795,1.0697196746267743,0,-0.6869099402026075,-0.4177279548884681,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
0.2727705726221343,-0.6977862453864622,0.9148004720245023,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
0.2727705726221343,-0.27845313314593734,0.9148004720245023,1.0697196746267743,1,1.0615880894040302,-0.4177279548884681,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
0.7617319063878041,1.7954465322958177,-0.8664521856031795,0.1718734249400332,0,2.8100861190106676,-0.4177279548884681,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
0.2727705726221343,3.4503802773641583,0.9148004720245023,-0.725972824746708,1,-0.6869099402026075,-0.4177279548884681,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
0.2727705726221343,0.09094188516751973,0.02417414321066139,-0.725972824746708,0,-0.6869099402026075,2.39390251070699,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
-0.9496327617920403,-0.3849387746080671,0.9148004720245023,1.0697196746267743,1,2.8100861190106676,-0.4177279548884681,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
-1.1941134286748751,-0.19656934678023064,-0.8664521856031795,0.1718734249400332,1,-0.6869099402026075,2.39390251070699,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
-0.8681392061644286,-0.3456492448272123,-1.7570785144170205,0.1718734249400332,1,1.0615880894040302,2.39390251070699,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
-0.7051520949092054,-0.5061120907546286,0.02417414321066139,1.0697196746267743,1,-0.6869099402026075,-0.4177279548884681,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
-0.8681392061644286,-0.4088062459702686,-0.8664521856031795,-1.623819074433449,0,1.0615880894040302,-0.4177279548884681,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
-1.1941134286748751,-0.6640045936122693,-1.7570785144170205,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
-1.1941134286748751,-1.0121024836333004,0.9148004720245023,1.0697196746267743,0,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
-0.7051520949092054,-1.0183447453741838,0.02417414321066139,0.1718734249400332,1,1.0615880894040302,-0.4177279548884681,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
-1.1126198730472636,-0.28175785994993446,0.02417414321066139,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
3.2065385752161535,1.3415973845468783,0.02417414321066139,1.0697196746267743,1,1.0615880894040302,-0.4177279548884681,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0
-0.21619076114353553,-0.4660881772395522,0.02417414321066139,0.1718734249400332,0,-0.6869099402026075,-0.4177279548884681,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
0.2727705726221343,0.3075850867628872,-0.8664521856031795,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
-0.21619076114353553,0.9854212734494098,-0.8664521856031795,-0.725972824746708,0,1.0615880894040302,-0.4177279548884681,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
-0.7051520949092054,-0.7043956989944564,0.9148004720245023,1.0697196746267743,1,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0
-0.7051520949092054,-0.6272854069011901,0.9148004720245023,-1.623819074433449,0,-0.6869099402026075,-0.4177279548884681,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
1.9841352408019788,0.5741663822853225,0.9148004720245023,-0.725972824746708,0,1.0615880894040302,-0.4177279548884681,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
2.2286159076848135,1.0750160890244431,-1.7570785144170205,0.1718734249400332,0,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.21619076114353553,-0.397423298089834,0.9148004720245023,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
-0.8681392061644286,-0.7187161818117773,-0.8664521856031795,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
-0.9496327617920403,-1.0003523438857551,0.9148004720245023,0.1718734249400332,0,-0.6869099402026075,-0.4177279548884681,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
0.7617319063878041,-0.3118675930530194,0.9148004720245023,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
-0.7051520949092054,-0.7433180369082004,0.02417414321066139,-1.623819074433449,0,-0.6869099402026075,-0.4177279548884681,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
-0.21619076114353553,1.1095321245328575,-0.8664521856031795,1.0697196746267743,1,-0.6869099402026075,2.39390251070699,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
0.7617319063878041,1.103289862791974,-1.7570785144170205,1.0697196746267743,0,1.0615880894040302,-0.4177279548884681,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
2.2286159076848135,1.0871334206390992,0.9148004720245023,1.0697196746267743,1,1.0615880894040302,-0.4177279548884681,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
-0.786645650536817,-0.6570279481371643,0.9148004720245023,1.0697196746267743,0,1.0615880894040302,-0.4177279548884681,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
1.250693240153474,-0.32435211653478635,0.9148004720245023,1.0697196746267743,0,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
-1.1941134286748751,-0.6720828146887067,-1.7570785144170205,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
-0.786645650536817,1.485536596454309,-1.7570785144170205,1.0697196746267743,0,1.0615880894040302,-0.4177279548884681,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
-0.7051520949092054,-0.40733747850182545,0.9148004720245023,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
0.2727705726221343,-0.3118675930530194,0.9148004720245023,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
0.5172512395049692,1.0217732682933782,-1.7570785144170205,-0.725972824746708,0,1.0615880894040302,-0.4177279548884681,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
-0.7051520949092054,-0.7051300827286779,0.02417414321066139,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
-0.21619076114353553,0.07184790807775854,-0.8664521856031795,-1.623819074433449,0,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
1.250693240153474,-0.351524314700985,0.9148004720245023,1.0697196746267743,1,1.0615880894040302,-0.4177279548884681,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
-1.1941134286748751,-0.8810149870747475,-1.7570785144170205,-0.725972824746708,0,-0.6869099402026075,2.39390251070699,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
-0.7051520949092054,1.206470777450107,-0.8664521856031795,-1.623819074433449,1,-0.6869099402026075,-0.4177279548884681,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0
1.250693240153474,2.3440311817593416,-0.8664521856031795,-0.725972824746708,0,1.0615880894040302,-0.4177279548884681,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
-0.21619076114353553,-0.4484629676182342,0.02417414321066139,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
1.250693240153474,1.1187119212106273,0.9148004720245023,1.0697196746267743,0,1.0615880894040302,-0.4177279548884681,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
-0.9496327617920403,-0.6577623318713858,-0.8664521856031795,-1.623819074433449,0,-0.6869099402026075,-0.4177279548884681,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
-0.46067142802637046,-0.6041523192732101,0.9148004720245023,1.0697196746267743,1,1.0615880894040302,-0.4177279548884681,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
1.250693240153474,-0.4514005025551205,0.9148004720245023,1.0697196746267743,1,-0.6869099402026075,-0.4177279548884681,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
2.2286159076848135,4.126747696582238,-0.8664521856031795,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
0.2727705726221343,-0.0004888897430675445,0.9148004720245023,1.0697196746267743,0,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
0.5172512395049692,0.7371995712825142,0.9148004720245023,1.0697196746267743,1,4.558584148617306,2.39390251070699,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
-0.7051520949092054,-0.37135267552496776,-0.8664521856031795,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
-0.7051520949092054,-0.79876400884193,0.9148004720245023,-1.623819074433449,0,-0.6869099402026075,-0.4177279548884681,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
1.250693240153474,-0.5006042127479666,0.9148004720245023,1.0697196746267743,0,-0.6869099402026075,-0.4177279548884681,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
1.250693240153474,-0.2894688891592611,0.9148004720245023,1.0697196746267743,0,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
1.250693240153474,1.817845236189576,-1.7570785144170205,-0.725972824746708,0,-0.6869099402026075,-0.4177279548884681,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
-1.1126198730472636,-0.9004761560316195,0.9148004720245023,-0.725972824746708,1,1.0615880894040302,-0.4177279548884681,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
-1.0311263174196519,-0.7411148857055356,0.02417414321066139,1.0697196746267743,1,1.0615880894040302,2.39390251070699,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1.7396545739191438,1.0177341577551595,-0.8664521856031795,-1.623819074433449,1,1.0615880894040302,-0.4177279548884681,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1.250693240153474,-0.4425878977444615,0.9148004720245023,1.0697196746267743,0,-0.6869099402026075,-0.4177279548884681,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0
-0.7051520949092054,-0.6081914298114288,0.9148004720245023,1.0697196746267743,1,1.0615880894040302,-0.4177279548884681,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
1.7396545739191438,0.28738953407179363,0.9148004720245023,0.1718734249400332,0,-0.6869099402026075,-0.4177279548884681,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
-0.786645650536817,0.5833461789630923,-0.8664521856031795,1.0697196746267743,1,-0.6869099402026075,-0.4177279548884681,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
2.7175772414504835,2.2962962390349384,-0.8664521856031795,-0.725972824746708,0,-0.6869099402026075,2.39390251070699,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
